feature,mean_abs_shap,rank
PF07255,0.0,165
PF07325,0.0,166
PF06692,0.0,167
PF07436,0.0,168
PF07652,0.0,169
PF08358,0.0,170
PF08440,0.0,171
PF08456,0.0,172
PF08464,0.0,173
PF08467,0.0,174
PF06839,0.0,175
PF17055,0.0,176
PF15518,0.0,177
PF14318,0.0,178
PF13611,0.0,179
PF13608,0.0,180
PF13365,0.0,181
PF12603,0.0,182
PF12523,0.0,183
PF11757,0.0,184
PF12503,0.0,185
PF12467,0.0,186
PF12312,0.0,187
PF11252,0.0,188
PF11479,0.0,189
SSF47195,0.0,190
SSF103145,0.0,191
SSF52096,0.0,192
SSF48345,0.0,193
SSF49818,0.0,194
SSF49870,0.0,195
PF17464,0.0,196
PF17493,0.0,197
SSF53067,0.0,198
SSF52972,0.0,199
SSF55464,0.0,200
SSF54423,0.0,201
SSF54001,0.0,202
SSF53756,0.0,203
SSF53448,0.0,204
SSF55658,0.0,205
SSF56831,0.0,206
SSF69065,0.0,207
