feature,mean_abs_shap,rank
G3DSA.3.40.970.10,0.0,90
G3DSA.3.40.91.60,0.0,91
G3DSA.3.40.50.150,0.0,92
G3DSA.2.70.40.10,0.0,93
G3DSA.2.60.34.10,0.0,94
G3DSA.2.60.120.530,0.0,95
G3DSA.3.30.505.20,0.0,96
G3DSA.3.30.70.2090,0.0,97
G3DSA.3.10.20.370,0.0,98
G3DSA.2.60.40.1780,0.0,99
G3DSA.2.60.40.1810,0.0,100
G3DSA.2.60.40.3420,0.0,101
G3DSA.2.60.40.4030,0.0,102
G3DSA.3.40.50.2000,0.0,103
PF00012,0.0,104
G3DSA.3.90.70.80,0.0,105
PF00073,0.0,106
G3DSA.1.20.85.20,0.0,107
G3DSA.2.40.70.10,0.0,108
G3DSA.2.60.110.10,0.0,109
G3DSA.2.60.120.170,0.0,110
G3DSA.2.60.120.220,0.0,111
G3DSA.1.20.58.1200,0.0,112
G3DSA.1.20.272.60,0.0,113
G3DSA.1.20.960.20,0.0,114
G3DSA.1.20.120.1590,0.0,115
PF03391,0.0,116
PF03688,0.0,117
PF03558,0.0,118
PF03557,0.0,119
PF03233,0.0,120
PF04660,0.0,121
PF04530,0.0,122
PF04817,0.0,123
PF04662,0.0,124
PF03310,0.0,125
PF03300,0.0,126
PF03251,0.0,127
PF03689,0.0,128
PF02407,0.0,129
PF03171,0.0,130
PF02248,0.0,131
PF03216,0.0,132
PF03220,0.0,133
PF03231,0.0,134
PF03033,0.0,135
PF01725,0.0,136
PF01708,0.0,137
PF01693,0.0,138
PF02122,0.0,139
PF02123,0.0,140
PF02247,0.0,141
PF01690,0.0,142
PF01659,0.0,143
PF06656,0.0,144
PF06380,0.0,145
PF06370,0.0,146
PF06358,0.0,147
PF05903,0.0,148
PF05880,0.0,149
PF05744,0.0,150
PF05733,0.0,151
PF05415,0.0,152
PF05704,0.0,153
PF05629,0.0,154
PF05414,0.0,155
PF05310,0.0,156
PF04876,0.0,157
PF04851,0.0,158
PF05413,0.0,159
PF04196,0.0,160
PF04521,0.0,161
PF04522,0.0,162
PF08500,0.0,163
PF07652,0.0,164
PF08467,0.0,165
PF08456,0.0,166
PF08440,0.0,167
PF07436,0.0,168
PF07325,0.0,169
PF07255,0.0,170
PF06692,0.0,171
PF07124,0.0,172
PF06837,0.0,173
PF06839,0.0,174
PF07028,0.0,175
PF17055,0.0,176
PF15518,0.0,177
PF14318,0.0,178
PF12603,0.0,179
PF13365,0.0,180
PF12312,0.0,181
PF12467,0.0,182
PF12503,0.0,183
PF10712,0.0,184
PF11252,0.0,185
PF11479,0.0,186
SSF49818,0.0,187
SSF47195,0.0,188
SSF103145,0.0,189
PF17464,0.0,190
PF17493,0.0,191
SSF52096,0.0,192
SSF51283,0.0,193
SSF50630,0.0,194
SSF49870,0.0,195
SSF48345,0.0,196
SSF52972,0.0,197
SSF53067,0.0,198
SSF53448,0.0,199
SSF55464,0.0,200
SSF54423,0.0,201
SSF54001,0.0,202
SSF53756,0.0,203
SSF57756,0.0,204
SSF56831,0.0,205
SSF55658,0.0,206
SSF69065,0.0,207
