feature,mean_abs_shap,rank
PF01573,0.00850591,66
PF00946,0.008379058,67
PF03233,0.008314244,68
G3DSA.3.40.50.2000,0.008134905,69
PF08456,0.00806481,70
G3DSA.3.10.20.370,0.007695009,71
G3DSA.3.90.950.10,0.007478599,72
PF13532,0.007371909,73
G3DSA.3.90.70.100,0.0072965473,74
PF00844,0.007082033,75
PF01787,0.007029677,76
PF00767,0.0068947887,77
PF01524,0.0067900675,78
SSF50630,0.006325439,79
G3DSA.3.10.10.10,0.006167848,80
PF00894,0.0061637266,81
PF03688,0.005344007,82
PF13608,0.00519443,83
G3DSA.3.30.420.40,0.004707239,84
PF08283,0.004091046,85
G3DSA.3.90.640.10,0.0038994357,86
SSF47195,0.0035257726,87
G3DSA.4.10.60.10,0.0035239544,88
PF03216,0.003520602,89
PF05533,0.0035192799,90
G3DSA.2.70.40.10,0.0034517304,91
PF17917,0.003362863,92
PF04530,0.0031647182,93
PF17919,0.003048508,94
PF02247,0.002731775,95
PF05318,0.0026853576,96
PF03220,0.0024214177,97
PF00271,0.0024127867,98
PF01623,0.0020919065,99
PF05414,0.0019968231,100
PF00012,0.0019962017,101
PF03171,0.0016596707,102
PF08500,0.0016445825,103
G3DSA.2.60.110.10,0.0015732694,104
SSF54001,0.0015723279,105
PF17646,0.0015009547,106
PF00548,0.0014633575,107
G3DSA.3.40.970.10,0.0012582478,108
PF00851,0.0011487853,109
PF00983,0.0010225999,110
PF14318,0.0009659971,111
PF02248,0.0009409201,112
SSF100920,0.0008415558,113
PF03310,0.0007745896,114
SSF54423,0.00070857955,115
PF05549,0.00056315126,116
SSF51283,0.00028600727,117
PF00863,0.0,118
G3DSA.2.60.120.530,0.0,119
G3DSA.3.30.505.20,0.0,120
PF00078,0.0,121
PF00692,0.0,122
PF00760,0.0,123
G3DSA.2.60.40.1780,0.0,124
G3DSA.2.60.34.10,0.0,125
G3DSA.2.60.40.4030,0.0,126
PF00073,0.0,127
G3DSA.1.20.58.1200,0.0,128
G3DSA.1.20.272.60,0.0,129
G3DSA.1.20.1440.190,0.0,130
G3DSA.1.20.120.1590,0.0,131
G3DSA.1.10.1200.170,0.0,132
G3DSA.1.20.960.20,0.0,133
G3DSA.2.60.120.170,0.0,134
G3DSA.1.10.1520.10,0.0,135
G3DSA.2.60.120.220,0.0,136
G3DSA.3.30.70.2090,0.0,137
G3DSA.2.60.40.3420,0.0,138
G3DSA.3.40.91.60,0.0,139
G3DSA.3.90.550.20,0.0,140
G3DSA.3.90.226.10,0.0,141
G3DSA.3.90.70.80,0.0,142
PF03557,0.0,143
PF06656,0.0,144
PF06380,0.0,145
PF06370,0.0,146
PF06358,0.0,147
PF05903,0.0,148
PF05880,0.0,149
PF05744,0.0,150
PF05733,0.0,151
PF05629,0.0,152
PF05704,0.0,153
PF05415,0.0,154
PF04817,0.0,155
PF05310,0.0,156
PF04876,0.0,157
PF04851,0.0,158
PF05381,0.0,159
PF04522,0.0,160
PF04521,0.0,161
PF04660,0.0,162
PF04807,0.0,163
PF01690,0.0,164
PF01725,0.0,165
PF01708,0.0,166
PF01659,0.0,167
PF02407,0.0,168
PF01693,0.0,169
PF03231,0.0,170
PF03033,0.0,171
PF03251,0.0,172
PF03300,0.0,173
PF03558,0.0,174
PF07436,0.0,175
PF17055,0.0,176
PF15518,0.0,177
PF13365,0.0,178
PF12603,0.0,179
PF11757,0.0,180
PF12312,0.0,181
PF12467,0.0,182
PF12523,0.0,183
PF11252,0.0,184
PF11479,0.0,185
PF10712,0.0,186
PF07124,0.0,187
PF06839,0.0,188
PF06837,0.0,189
PF06692,0.0,190
PF08440,0.0,191
PF07325,0.0,192
PF07255,0.0,193
SSF52096,0.0,194
SSF48345,0.0,195
PF17464,0.0,196
PF17493,0.0,197
SSF49818,0.0,198
SSF103145,0.0,199
SSF55464,0.0,200
SSF53756,0.0,201
SSF53067,0.0,202
SSF53448,0.0,203
SSF52972,0.0,204
SSF55658,0.0,205
SSF56831,0.0,206
SSF69065,0.0,207
